txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-101257,CUST-10208,MTR-10208-2,Nominee Shareholder Arrangement,2026-08-09,Withdrawal,4229.93,Trust disbursement - settlement,False,Democratic Republic of Congo
TXN-100077,CUST-10013,MTR-10013-4,Nominee Shareholder Arrangement,2026-08-09,Deposit,9482.74,Trust receipt - client funds,False,Cyprus
TXN-100792,CUST-10130,MTR-10130-6,Debt Financing Transaction,2026-08-09,Deposit,82321.73,Trust receipt - client funds,False,United Kingdom
TXN-102034,CUST-10342,MTR-10342-1,Trust Establishment,2026-08-09,Deposit,6603.68,Trust receipt - client funds,False,Singapore
TXN-100976,CUST-10160,MTR-10160-1,Estate Administration,2026-08-09,Deposit,306953.63,Trust receipt - client funds,False,Australia
TXN-101769,CUST-10297,MTR-10297-4,Nominee Director Arrangement,2026-08-09,Withdrawal,1779.8,Trust disbursement - settlement,False,Singapore
TXN-100594,CUST-10097,MTR-10097-4,Residential Conveyancing,2026-08-09,Withdrawal,22912.28,Trust disbursement - settlement,False,Germany
TXN-101514,CUST-10252,MTR-10252-5,Trust Establishment,2026-08-09,Deposit,6509.3,Trust receipt - client funds,False,Australia
TXN-101116,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2026-08-09,Deposit,5898.66,Trust receipt - client funds,False,Germany
TXN-100559,CUST-10090,MTR-10090-1,Business Sale & Purchase,2026-08-09,Deposit,30149.23,Trust receipt - client funds,False,New Zealand
TXN-102283,CUST-10386,MTR-10386-6,Debt Financing Transaction,2026-08-10,Deposit,197273.2,Trust receipt - client funds,False,United States
TXN-100471,CUST-10079,MTR-10079-8,Commercial Conveyancing,2026-08-10,Deposit,1080099.44,Trust receipt - client funds,False,New Zealand
TXN-100657,CUST-10109,MTR-10109-8,Estate Administration,2026-08-10,Deposit,78868.22,Trust receipt - client funds,False,Canada
TXN-100131,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-10,Deposit,230221.7,Trust receipt - client funds,False,Canada
TXN-101115,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2026-08-10,Withdrawal,742.46,Trust disbursement - settlement,False,Germany
TXN-101169,CUST-10191,MTR-10191-9,Debt Financing Transaction,2026-08-10,Withdrawal,328634.74,Trust disbursement - settlement,False,United States
TXN-101928,CUST-10326,MTR-10326-7,Commercial Conveyancing,2026-08-10,Withdrawal,1106563.29,Trust disbursement - settlement,False,Germany
TXN-100782,CUST-10128,MTR-10128-8,Trust Establishment,2026-08-10,Withdrawal,19549.73,Trust disbursement - settlement,False,Australia
TXN-101195,CUST-10195,MTR-10195-5,Nominee Shareholder Arrangement,2026-08-10,Deposit,1527.84,Trust receipt - client funds,False,Vanuatu
TXN-100842,CUST-10139,MTR-10139-2,Nominee Director Arrangement,2026-08-10,Withdrawal,810.25,Trust disbursement - settlement,False,United Kingdom
TXN-100911,CUST-10149,MTR-10149-2,Residential Conveyancing,2026-08-10,Deposit,292381.41,Trust receipt - client funds,False,United States
TXN-100980,CUST-10160,MTR-10160-1,Estate Administration,2026-08-10,Deposit,39083.31,Trust receipt - client funds,False,Australia
TXN-100382,CUST-10061,MTR-10061-6,Estate Administration,2026-08-10,Withdrawal,5121.73,Trust disbursement - settlement,False,Japan
TXN-101994,CUST-10337,MTR-10337-4,Company Formation,2026-08-10,Withdrawal,1369.87,Trust disbursement - settlement,False,United Kingdom
TXN-101396,CUST-10229,MTR-10229-3,Trust Establishment,2026-08-11,Deposit,11959.43,Trust receipt - client funds,False,Japan
TXN-102213,CUST-10371,MTR-10371-8,Nominee Director Arrangement,2026-08-11,Deposit,7714.56,Trust receipt - client funds,False,Canada
TXN-102198,CUST-10368,MTR-10368-2,Estate Administration,2026-08-11,Deposit,578825.71,Trust receipt - client funds,False,Germany
TXN-100326,CUST-10053,MTR-10053-5,Estate Administration,2026-08-11,Deposit,10048.74,Trust receipt - client funds,False,United States
TXN-102415,CUST-10409,MTR-10409-1,Nominee Director Arrangement,2026-08-11,Withdrawal,3657.11,Trust disbursement - settlement,False,Germany
TXN-101543,CUST-10258,MTR-10258-9,Commercial Conveyancing,2026-08-11,Deposit,1352362.38,Trust receipt - client funds,False,Singapore
TXN-101881,CUST-10316,MTR-10316-1,Company Formation,2026-08-11,Deposit,5209.98,Trust receipt - client funds,False,New Zealand
TXN-100039,CUST-10006,MTR-10006-9,Estate Administration,2026-08-11,Withdrawal,221019.58,Trust disbursement - settlement,False,Canada
TXN-101592,CUST-10268,MTR-10268-1,Debt Financing Transaction,2026-08-11,Deposit,255594.33,Trust receipt - client funds,False,Singapore
TXN-102287,CUST-10386,MTR-10386-6,Debt Financing Transaction,2026-08-11,Deposit,760631.94,Trust receipt - client funds,False,United States
TXN-100291,CUST-10046,MTR-10046-7,Estate Administration,2026-08-11,Withdrawal,123966.12,Trust disbursement - settlement,False,Germany
TXN-100167,CUST-10027,MTR-10027-4,Nominee Shareholder Arrangement,2026-08-12,Withdrawal,6778.29,Trust disbursement - settlement,False,Cyprus
TXN-101342,CUST-10221,MTR-10221-1,Residential Conveyancing,2026-08-12,Deposit,669259.87,Trust receipt - client funds,False,United States
TXN-100135,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-12,Deposit,1663203.67,Trust receipt - client funds,False,Canada
TXN-100560,CUST-10091,MTR-10091-1,Estate Administration,2026-08-12,Withdrawal,5608.73,Trust disbursement - settlement,False,Japan
TXN-100127,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-12,Withdrawal,675350.87,Trust disbursement - settlement,False,Canada
TXN-102428,CUST-10411,MTR-10411-9,Residential Conveyancing,2026-08-12,Withdrawal,27678.74,Trust disbursement - settlement,False,Germany
TXN-100607,CUST-10100,MTR-10100-2,Estate Administration,2026-08-12,Deposit,646224.98,Trust receipt - client funds,False,United States
TXN-102316,CUST-10390,MTR-10390-5,Business Sale & Purchase,2026-08-12,Deposit,776222.43,Trust receipt - client funds,False,Germany
TXN-100989,CUST-10161,MTR-10161-7,Trust Establishment,2026-08-12,Withdrawal,25922.92,Trust disbursement - settlement,False,Iran
TXN-101748,CUST-10293,MTR-10293-3,Residential Conveyancing,2026-08-12,Deposit,128205.27,Trust receipt - client funds,False,Cambodia
TXN-100078,CUST-10013,MTR-10013-4,Nominee Shareholder Arrangement,2026-08-12,Deposit,8289.31,Trust receipt - client funds,False,Cyprus
TXN-101982,CUST-10335,MTR-10335-5,Trust Establishment,2026-08-12,Deposit,5106.98,Trust receipt - client funds,False,Japan
TXN-101479,CUST-10245,MTR-10245-1,Nominee Director Arrangement,2026-08-12,Deposit,2084.96,Trust receipt - client funds,False,Japan
TXN-100166,CUST-10027,MTR-10027-4,Nominee Shareholder Arrangement,2026-08-12,Withdrawal,2536.96,Trust disbursement - settlement,False,Cyprus
TXN-101090,CUST-10177,MTR-10177-5,Debt Financing Transaction,2026-08-13,Withdrawal,195081.05,Trust disbursement - settlement,False,United States
TXN-100228,CUST-10036,MTR-10036-8,Trust Establishment,2026-08-13,Deposit,9851.21,Trust receipt - client funds,False,Singapore
TXN-100968,CUST-10158,MTR-10158-5,Nominee Shareholder Arrangement,2026-08-13,Deposit,5587.93,Trust receipt - client funds,False,Canada
TXN-100775,CUST-10127,MTR-10127-6,Company Formation,2026-08-13,Deposit,3288.54,Trust receipt - client funds,False,Myanmar
TXN-100593,CUST-10097,MTR-10097-4,Residential Conveyancing,2026-08-13,Withdrawal,104370.41,Trust disbursement - settlement,False,Germany
TXN-101451,CUST-10240,MTR-10240-7,Business Sale & Purchase,2026-08-13,Deposit,75766.05,Trust receipt - client funds,False,United Arab Emirates
TXN-101917,CUST-10322,MTR-10322-1,Residential Conveyancing,2026-08-13,Deposit,683293.21,Trust receipt - client funds,False,United Kingdom
TXN-102056,CUST-10347,MTR-10347-3,Commercial Conveyancing,2026-08-13,Withdrawal,2727806.23,Trust disbursement - settlement,False,Australia
TXN-101377,CUST-10226,MTR-10226-3,Trust Establishment,2026-08-13,Deposit,19632.52,Trust receipt - client funds,False,Panama
TXN-101923,CUST-10325,MTR-10325-2,Estate Administration,2026-08-13,Withdrawal,8555.44,Trust disbursement - settlement,False,Cyprus
TXN-100870,CUST-10142,MTR-10142-8,Nominee Director Arrangement,2026-08-13,Deposit,7667.09,Trust receipt - client funds,False,United Arab Emirates
TXN-100536,CUST-10087,MTR-10087-9,Trust Establishment,2026-08-13,Withdrawal,11346.96,Trust disbursement - settlement,False,Germany
TXN-101902,CUST-10320,MTR-10320-5,Residential Conveyancing,2026-08-13,Deposit,20852.62,Trust receipt - client funds,False,Singapore
TXN-101051,CUST-10170,MTR-10170-9,Nominee Director Arrangement,2026-08-14,Deposit,6226.87,Trust receipt - client funds,False,New Zealand
TXN-100289,CUST-10046,MTR-10046-7,Estate Administration,2026-08-14,Withdrawal,34236.2,Trust disbursement - settlement,False,Germany
TXN-101258,CUST-10208,MTR-10208-2,Nominee Shareholder Arrangement,2026-08-14,Deposit,4686.86,Trust receipt - client funds,False,Democratic Republic of Congo
TXN-100803,CUST-10132,MTR-10132-5,Debt Financing Transaction,2026-08-14,Deposit,1883140.2,Trust receipt - client funds,False,New Zealand
TXN-100322,CUST-10052,MTR-10052-5,Nominee Director Arrangement,2026-08-14,Withdrawal,979.18,Trust disbursement - settlement,False,Canada
TXN-101692,CUST-10284,MTR-10284-4,Company Formation,2026-08-14,Deposit,2622.53,Trust receipt - client funds,False,Germany
TXN-100780,CUST-10128,MTR-10128-8,Trust Establishment,2026-08-14,Withdrawal,25501.61,Trust disbursement - settlement,False,Australia
TXN-100923,CUST-10151,MTR-10151-3,Debt Financing Transaction,2026-08-14,Withdrawal,271027.2,Trust disbursement - settlement,False,Singapore
TXN-100740,CUST-10121,MTR-10121-7,Company Formation,2026-08-15,Deposit,1100.48,Trust receipt - client funds,False,Germany
TXN-100079,CUST-10013,MTR-10013-4,Nominee Shareholder Arrangement,2026-08-15,Deposit,8267.95,Trust receipt - client funds,False,Cyprus
TXN-100192,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-08-15,Deposit,6976.14,Trust receipt - client funds,False,New Zealand
TXN-100787,CUST-10129,MTR-10129-3,Nominee Director Arrangement,2026-08-15,Withdrawal,4890.3,Trust disbursement - settlement,False,Australia
TXN-100041,CUST-10006,MTR-10006-9,Estate Administration,2026-08-15,Deposit,501044.74,Trust receipt - client funds,False,Canada
TXN-102185,CUST-10366,MTR-10366-2,Trust Establishment,2026-08-15,Withdrawal,8991.1,Trust disbursement - settlement,False,Democratic People's Republic of Korea
TXN-101043,CUST-10169,MTR-10169-7,Estate Administration,2026-08-15,Deposit,514464.36,Trust receipt - client funds,False,United Kingdom
TXN-100130,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-15,Deposit,592160.24,Trust receipt - client funds,False,Canada
TXN-101950,CUST-10329,MTR-10329-2,Residential Conveyancing,2026-08-15,Withdrawal,286060.15,Trust disbursement - settlement,False,Germany
TXN-102452,CUST-10415,MTR-10415-8,Company Formation,2026-08-15,Deposit,694.7,Trust receipt - client funds,False,United States
TXN-100838,CUST-10138,MTR-10138-8,Residential Conveyancing,2026-08-16,Withdrawal,270421.29,Trust disbursement - settlement,False,Canada
TXN-100349,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-08-16,Deposit,935504.74,Trust receipt - client funds,False,Singapore
TXN-102007,CUST-10338,MTR-10338-7,Nominee Shareholder Arrangement,2026-08-16,Withdrawal,3701.9,Trust disbursement - settlement,False,Japan
TXN-100570,CUST-10092,MTR-10092-3,Commercial Conveyancing,2026-08-16,Deposit,2669503.27,Trust receipt - client funds,False,Germany
TXN-100746,CUST-10122,MTR-10122-5,Estate Administration,2026-08-16,Deposit,215055.93,Trust receipt - client funds,False,Panama
TXN-100597,CUST-10097,MTR-10097-4,Residential Conveyancing,2026-08-16,Deposit,26664.45,Trust receipt - client funds,False,Germany
TXN-100040,CUST-10006,MTR-10006-9,Estate Administration,2026-08-16,Deposit,137036.37,Trust receipt - client funds,False,Canada
TXN-101604,CUST-10269,MTR-10269-1,Residential Conveyancing,2026-08-16,Withdrawal,244026.65,Trust disbursement - settlement,False,Australia
TXN-100367,CUST-10059,MTR-10059-8,Nominee Director Arrangement,2026-08-16,Deposit,6912.14,Trust receipt - client funds,False,United Arab Emirates
TXN-100482,CUST-10080,MTR-10080-3,Company Formation,2026-08-16,Withdrawal,5339.16,Trust disbursement - settlement,False,Japan
TXN-101395,CUST-10229,MTR-10229-3,Trust Establishment,2026-08-16,Withdrawal,24891.87,Trust disbursement - settlement,False,Japan
TXN-100563,CUST-10091,MTR-10091-1,Estate Administration,2026-08-16,Deposit,273179.86,Trust receipt - client funds,False,Japan
TXN-101542,CUST-10258,MTR-10258-9,Commercial Conveyancing,2026-08-16,Deposit,102227.61,Trust receipt - third party (unrelated to matter),True,Singapore
TXN-101477,CUST-10244,MTR-10244-3,Nominee Director Arrangement,2026-08-16,Deposit,3153.33,Trust receipt - client funds,False,United States
TXN-101041,CUST-10169,MTR-10169-7,Estate Administration,2026-08-17,Deposit,160343.57,Trust receipt - client funds,False,United Kingdom
TXN-100096,CUST-10017,MTR-10017-7,Trust Establishment,2026-08-17,Deposit,11560.31,Trust receipt - client funds,False,Australia
TXN-101024,CUST-10166,MTR-10166-2,Trust Establishment,2026-08-17,Withdrawal,7512.13,Trust disbursement - settlement,False,Canada
TXN-101523,CUST-10253,MTR-10253-3,Debt Financing Transaction,2026-08-17,Withdrawal,1122093.68,Trust disbursement - settlement,False,Japan
TXN-101305,CUST-10215,MTR-10215-6,Commercial Conveyancing,2026-08-17,Withdrawal,547645.61,Trust disbursement - settlement,False,Singapore
TXN-101441,CUST-10238,MTR-10238-4,Estate Administration,2026-08-17,Withdrawal,8088.46,Trust disbursement - settlement,False,Panama
TXN-100026,CUST-10004,MTR-10004-2,Nominee Shareholder Arrangement,2026-08-17,Withdrawal,1060.98,Trust disbursement - settlement,False,Canada
TXN-100165,CUST-10027,MTR-10027-4,Nominee Shareholder Arrangement,2026-08-17,Withdrawal,538.14,Trust disbursement - settlement,False,Cyprus
TXN-101689,CUST-10283,MTR-10283-2,Nominee Shareholder Arrangement,2026-08-17,Withdrawal,6421.71,Trust disbursement - settlement,False,Canada
TXN-101890,CUST-10318,MTR-10318-7,Commercial Conveyancing,2026-08-17,Deposit,264658.05,Trust receipt - client funds,False,Australia
TXN-100635,CUST-10104,MTR-10104-8,Business Sale & Purchase,2026-08-17,Deposit,320382.52,Trust receipt - client funds,False,Australia
TXN-101849,CUST-10310,MTR-10310-5,Estate Administration,2026-08-18,Withdrawal,16027.64,Trust disbursement - settlement,False,Japan
TXN-100229,CUST-10036,MTR-10036-8,Trust Establishment,2026-08-18,Withdrawal,2782.15,Trust disbursement - settlement,False,Singapore
TXN-102454,CUST-10415,MTR-10415-8,Company Formation,2026-08-18,Deposit,1303.95,Trust receipt - client funds,False,United States
TXN-102161,CUST-10363,MTR-10363-4,Company Formation,2026-08-18,Deposit,5737.9,Trust receipt - client funds,False,United Kingdom
TXN-101688,CUST-10283,MTR-10283-2,Nominee Shareholder Arrangement,2026-08-18,Withdrawal,1924.55,Trust disbursement - settlement,False,Canada
TXN-101070,CUST-10173,MTR-10173-8,Debt Financing Transaction,2026-08-18,Withdrawal,51433.76,Trust disbursement - settlement,False,United States
TXN-101519,CUST-10253,MTR-10253-3,Debt Financing Transaction,2026-08-18,Withdrawal,721057.92,Trust disbursement - settlement,False,Japan
TXN-101275,CUST-10211,MTR-10211-9,Trust Establishment,2026-08-18,Withdrawal,9934.45,Trust disbursement - settlement,False,United Kingdom
TXN-101087,CUST-10176,MTR-10176-8,Commercial Conveyancing,2026-08-18,Withdrawal,96607.74,Trust disbursement - settlement,False,United States
TXN-101126,CUST-10184,MTR-10184-9,Trust Establishment,2026-08-18,Withdrawal,1154.71,Trust disbursement - settlement,False,Australia
TXN-101762,CUST-10296,MTR-10296-9,Residential Conveyancing,2026-08-18,Withdrawal,214308.36,Trust disbursement - settlement,False,Japan
TXN-101515,CUST-10252,MTR-10252-5,Trust Establishment,2026-08-18,Deposit,4695.68,Trust receipt - client funds,False,Australia
TXN-102352,CUST-10396,MTR-10396-7,Nominee Director Arrangement,2026-08-18,Deposit,6455.73,Trust receipt - client funds,False,United Kingdom
TXN-100128,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-19,Withdrawal,91342.24,Trust disbursement - settlement,False,Canada
TXN-100850,CUST-10140,MTR-10140-5,Debt Financing Transaction,2026-08-19,Deposit,870923.06,Trust receipt - client funds,False,Myanmar
TXN-100864,CUST-10142,MTR-10142-8,Nominee Director Arrangement,2026-08-19,Deposit,5162.23,Trust receipt - client funds,False,United Arab Emirates
TXN-100158,CUST-10025,MTR-10025-5,Business Sale & Purchase,2026-08-19,Withdrawal,445810.31,Trust disbursement - settlement,False,United States
TXN-100180,CUST-10029,MTR-10029-2,Debt Financing Transaction,2026-08-19,Withdrawal,980771.1,Trust disbursement - settlement,False,United Kingdom
TXN-101427,CUST-10235,MTR-10235-4,Business Sale & Purchase,2026-08-19,Deposit,398122.75,Trust receipt - client funds,False,United States
TXN-101911,CUST-10321,MTR-10321-1,Debt Financing Transaction,2026-08-19,Deposit,458846.14,Trust receipt - client funds,False,Canada
TXN-100139,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-08-19,Withdrawal,1369827.41,Trust disbursement - settlement,False,Canada
TXN-102219,CUST-10372,MTR-10372-5,Company Formation,2026-08-19,Deposit,1574.88,Trust receipt - client funds,False,Japan
TXN-100757,CUST-10125,MTR-10125-8,Nominee Shareholder Arrangement,2026-08-20,Deposit,2377.07,Trust receipt - client funds,False,Yemen
TXN-101637,CUST-10274,MTR-10274-2,Debt Financing Transaction,2026-08-20,Withdrawal,823004.39,Trust disbursement - settlement,False,United Kingdom
TXN-101853,CUST-10311,MTR-10311-2,Debt Financing Transaction,2026-08-20,Deposit,108944.78,Trust receipt - client funds,False,Australia
TXN-100023,CUST-10004,MTR-10004-2,Nominee Shareholder Arrangement,2026-08-20,Withdrawal,566.8,Trust disbursement - settlement,False,Canada
TXN-101783,CUST-10299,MTR-10299-2,Trust Establishment,2026-08-20,Deposit,4500.25,Trust receipt - client funds,False,Japan
TXN-101517,CUST-10252,MTR-10252-5,Trust Establishment,2026-08-20,Withdrawal,18622.85,Trust disbursement - settlement,False,Australia
TXN-100279,CUST-10044,MTR-10044-6,Trust Establishment,2026-08-20,Withdrawal,2794.59,Trust disbursement - settlement,False,Japan
TXN-101864,CUST-10313,MTR-10313-7,Estate Administration,2026-08-20,Deposit,186751.51,Trust receipt - client funds,False,United Kingdom
